userid,post_count,text,negative_emo,distortion,category ,repost,negative_thinking,negative_event,emotion,,post_time,date_added_CESD,time_diff,,
8c393982479748c5a53acaa7a3717c71,162,"I will just say this, if you have been /in love/"" or /""liked/"" someone for a long time or even just barely developed feelings and you tell them over facebook....You are kind of idiotic ._. (Sorry If I offend for I am extremely tired from lack of sleep)""",1,2,,2,N,,,,05/08/2011 14:59,02/09/2011 6:07,28,,
8c393982479748c5a53acaa7a3717c71,162,"I hate living in Taylorsville <_< Ruins everything. Meh anyway gotta make the best of today. Electro music, gaming, and online friends I'd say? HECK YES! Plus being excited about next year. :)",1,2,,2,N,,,,06/07/2011 21:48,02/09/2011 6:07,58,,
8c393982479748c5a53acaa7a3717c71,162,Learned that walking around for 1-2 hours after no excercise results in a blister and nearly collapsing from exhaustion x.x yet i still choose to keep walking ._. stupid sandy -_-,1,2,,2,N,,,,07/08/2011 4:42,02/09/2011 6:07,26,,
8c393982479748c5a53acaa7a3717c71,162,"I think the worst thing about having my phone off right now is that at this moment I really need to talk to someone about things, but I do not have that option considering where I live and having no way of communicating with those I trust to a point ._.",1,2,,2,N,,,,08/08/2011 16:00,02/09/2011 6:07,25,,
8c393982479748c5a53acaa7a3717c71,162,Man.....I am in complete shock about Kenzie Christensen.....Of all people I didn't expect to lose her. I may not have been close to her much at all...but I knew her. My heart broke along with everyone elses when I heard the news...I can't help but think of her along with a friend who I lost to suicide in 6th grade....Today my mind will be solely focused on those two <//3 R.I.P.,1,2,,2,N,1,,,12/08/2011 17:15,02/09/2011 6:07,21,,
8c393982479748c5a53acaa7a3717c71,162,Is anyone else just done with the people who overreact and constantly think you are lying just because you give them your honest opinion? I am. Not texting certain people and I'm staying off the internet till my temper cools. Gonna play call of duty for now. Just can't wait for monday then I can hang out with a bunch of friends I have yet to meet.,1,2,,2,N,,,,15/07/2011 23:16,02/09/2011 6:07,49,,
8c393982479748c5a53acaa7a3717c71,162,So watching a bunch of saw movies in a row WASN'T the smartest idea I've ever had ._.,1,2,,2,N,,,,15/08/2011 23:07,02/09/2011 6:07,18,,
8c393982479748c5a53acaa7a3717c71,162,Note to self: don't play call of duty for 15 hours straight it makes your eyes hurt like hell x.x,1,2,,2,N,,,,16/07/2011 14:21,02/09/2011 6:07,48,,
8c393982479748c5a53acaa7a3717c71,162,Is it silly that i get so jealous and sad about the fact that people get to hang out with you and i don't? :// ugh i need to move on -.-,1,2,,2,N,,S,,17/08/2011 19:42,02/09/2011 6:07,16,,
8c393982479748c5a53acaa7a3717c71,162,Totally overreacted >< I will go back and apologize later on for being so childish and taking things too seriously -.-,1,2,,2,N,,,,18/07/2011 09:48,02/09/2011 6:07,46,,
8c393982479748c5a53acaa7a3717c71,162,"Been dealing with drama all day and it has definitely been painful, I really screwed up this time :// Anyway it was nice meeting people at the PLUR Cream Night even though I had to deal with stuff over the phone most the time.",1,2,,2,N,,,,19/07/2011 03:42,02/09/2011 6:07,45,,
8c393982479748c5a53acaa7a3717c71,162,Oh you've got to be kidding me <_< I've past my limit of getting tired at 8:30 which I had been doing for 2 weeks or so and every time it increases I can't go to sleep till then every day >< My sleep schedule is going to be sooooo bad that I won't be able to hang out since I'm only awake in the morning -.-,1,2,,2,N,,,,19/07/2011 17:09,02/09/2011 6:07,45,,
8c393982479748c5a53acaa7a3717c71,162,"Seriously....I am so done with this. I stick up for you even though you treat everyone including me like crap. I deal with all your insensitivity, because I know you have a good side to you and we have each others backs. But I have a limit of how much of your BS I can take. I am intelligent, good with school work, and hanging out with my friends means everything to me. If you don't realize this about me, GET OUT OF MY LIFE! I'm sick and tired of being treated like some stupid useless girl!",1,2,,2,N,,,,19/08/2011 02:39,02/09/2011 6:07,14,,
8c393982479748c5a53acaa7a3717c71,162,Dear sleep schedule F--- you! Let me sleep at a regular time D:<,1,2,,2,N,,,,22/07/2011 19:39,02/09/2011 6:07,42,,
8c393982479748c5a53acaa7a3717c71,162,Oh ffffff now I am nervous to the point where I have stomach pain and feel sick x.x Stupid feelings >:[,1,2,,2,N,,,,22/08/2011 06:22,02/09/2011 6:07,11,,
8c393982479748c5a53acaa7a3717c71,162,"I just LOVE how one of my now OLD best friends and this guy cause all this damage and then I have to be the one to break the news to one of my other best friends which completely destroys her... I hate you. I really do. I hate hurting others and I hope you pay for this, because not only was she hurt, but I was too..",1,2,,2,N,,,,24/08/2011 00:12,02/09/2011 6:07,9,,
8c393982479748c5a53acaa7a3717c71,162,"Meh no school for me today, I've been feeling sick lately and decided to have a day to recuperate. Also, I wanted to stay away from drama for the day so I'm just relaxing until tomorrow where everything gets interesting.",1,2,,2,N,,,,24/08/2011 18:02,02/09/2011 6:07,9,,
8c393982479748c5a53acaa7a3717c71,162,So i had my dads gf check me out of school since i had such intense stomach pain that i threw up and got dizzy x.x the strange thing is i have some stomach pain at home but it only gets really bad at school or on my way to school ._. Hope i feel better for tomorrow.,1,2,,2,N,,,,25/08/2011 19:16,02/09/2011 6:07,8,,
8c393982479748c5a53acaa7a3717c71,162,"According to my friend I need to drop people since I deal with so much drama, but really I don't mind. People tell me things, because they trust me and since I know things I end up involved. Yes, it's stressful, but in reality I'm strong enough to deal with drama weekly. It's like they say, /If you can't take the heat",1,2,,2,N,,,,28/07/2011 02:52,02/09/2011 6:07,36,,
8c393982479748c5a53acaa7a3717c71,162,6 in the morning and what have I been up doing all night? Reading love stories <_< Wowwwww I am pathetic XD,1,2,,2,N,,,,28/08/2011 12:01,02/09/2011 6:07,5,,
8c393982479748c5a53acaa7a3717c71,162,/Pain is inevitable,1,2,,2,N,,,,29/07/2011 20:36,02/09/2011 6:07,35,,
8c393982479748c5a53acaa7a3717c71,162,:( the new zombie map is scary and difficult lol only got to round 5 till i died -.-,1,2,,2,N,,,,30/07/2011 20:22,02/09/2011 6:07,34,,
8ff6192bbbb717c36097b33e244d91de,79,"So far, so bad.",1,2,,2,N,,,,01/02/2011 19:55,29/03/2011 00:41,56,,
8ff6192bbbb717c36097b33e244d91de,79,"Satan, please just leave her alone.",1,2,,2,N,,,,02/02/2011 15:44,29/03/2011 00:41,55,,
8ff6192bbbb717c36097b33e244d91de,79,Who knew one person could experience so much emotion?,1,2,,2,N,,,,03/03/2011 4:01,29/03/2011 00:41,26,,
8ff6192bbbb717c36097b33e244d91de,79,"I just need to get through the day, and then all my troubles will pass away.",1,2,,2,N,,,,04/02/2011 15:31,29/03/2011 00:41,53,,
8ff6192bbbb717c36097b33e244d91de,79,Im tired of being tired.,1,2,,2,N,,,,04/03/2011 15:58,29/03/2011 00:41,25,,
8ff6192bbbb717c36097b33e244d91de,79,"Can I take a day off from life, please?",1,2,,2,N,,,,07/02/2011 23:32,29/03/2011 00:41,50,,
8ff6192bbbb717c36097b33e244d91de,79,We are social and sexual creatures. Now that's a recipe for disaster without proper care.,1,2,,2,N,,,,11/03/2011 18:38,29/03/2011 00:41,18,,
8ff6192bbbb717c36097b33e244d91de,79,"Sometimes even leaders stumble and fall. And when that happens, who is there to help them up?",1,2,,2,N,,,,14/02/2011 16:12,29/03/2011 00:41,43,,
8ff6192bbbb717c36097b33e244d91de,79,"If life was easy, we would all be dead.",1,2,,2,N,,,,15/02/2011 18:34,29/03/2011 00:41,42,,
8ff6192bbbb717c36097b33e244d91de,79,I can't stand this. I need to sit down.,1,2,,2,N,,,,16/03/2011 06:07,29/03/2011 00:41,13,,
8ff6192bbbb717c36097b33e244d91de,79,Monotony will kill us all.,1,2,,2,N,,,,18/02/2011 05:04,29/03/2011 00:41,39,,
8ff6192bbbb717c36097b33e244d91de,79,No sleeping in for this poor soul.,1,2,,2,N,,,,19/03/2011 07:03,29/03/2011 00:41,10,,
8ff6192bbbb717c36097b33e244d91de,79,I feel sick. Maybe I shouldn't have eaten that snow....,1,2,,2,N,,,,25/02/2011 07:23,29/03/2011 00:41,32,,
8ff6192bbbb717c36097b33e244d91de,79,I could say I hate Mondays. Or I could just say I hate school.,1,2,,2,N,,,,28/02/2011 16:14,29/03/2011 00:41,29,,
8ff6192bbbb717c36097b33e244d91de,79,I am my own worst enemy.,1,2,,2,N,,,,28/03/2011 06:46,29/03/2011 00:41,1,,
9138a4af7fa7a5c5bf363d867ff6c56c,22,"Ugh, I knew this landlady would be annoying. Feels like I'm living next to my great gran..",1,2,,2,N,,,,05/02/2011 12:17,11/02/2011 12:31,6,,
9138a4af7fa7a5c5bf363d867ff6c56c,22,really should've booked her flight for yesterday instead of Wednesday...,1,2,,2,N,,,,13/12/2010 12:07,11/02/2011 12:31,60,,
968157017daec34ee86050fe9bd72293,61,"I think Wellington might be next for a large earthquake, morbid as it sounds. The plates are shifting, and so are we.",1,2,,2,N,,,,01/03/2011 9:19,28/04/2011 05:43,58,,
968157017daec34ee86050fe9bd72293,61,My fine is $220.60,1,2,,2,N,,,,02/04/2011 10:33,28/04/2011 05:43,26,,
968157017daec34ee86050fe9bd72293,61,I just got sent a Trojan virus by someone whose name I'm not gonna mention.,1,2,,2,N,,,,03/04/2011 5:41,28/04/2011 05:43,25,,
968157017daec34ee86050fe9bd72293,61,"Embouchure, you get sore too quickly. ://",1,2,,2,N,,,,03/04/2011 8:04,28/04/2011 05:43,25,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,In tired of crap and I'm goin to sleep and hopefully tomorrow will be a better day,1,2,,2,N,,,,02/02/2011 4:29,30/03/2011 03:10,56,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,The move is the shit,1,2,,2,N,,,,02/03/2011 14:59,30/03/2011 03:10,28,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,To want things u don't think u can have and yet still goin for it is what America is all about,1,2,,2,N,,,,04/03/2011 19:13,30/03/2011 03:10,26,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,I'm need a car so I can have a social life,1,2,,2,N,,,,08/02/2011 0:55,30/03/2011 03:10,50,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,The right road isn't always the one that you don't even know is there until its to late,1,2,,2,N,,,,09/02/2011 3:39,30/03/2011 03:10,49,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,HOW THE FUCK COULD ANY DECENT HUMAN BEIN BLAME A 11YR OLD GIRL FOR GANG RAPED BY 18 DIFFERANT GUYS WTF,1,2,,2,N,,,,10/03/2011 20:05,30/03/2011 03:10,20,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,At home....................................................... wishing for things Im never goin to have,1,2,,2,N,,,,14/02/2011 04:50,30/03/2011 03:10,44,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,I know why I've been fucking up I'm still caught up wtf,1,2,,2,N,,,,14/03/2011 19:22,30/03/2011 03:10,16,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,Sometimes in life there are things that u lose and jus can't let go no matter the time and it fucks wid u every time u think bout it I jus don't know how to get past it,1,2,,2,N,,,,16/03/2011 06:33,30/03/2011 03:10,14,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,R.I.P. Nate Dogg,1,2,,2,N,,,,18/03/2011 16:19,30/03/2011 03:10,12,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,Tired as hell and want to punch this loud mouth mf next to me cuz he won't shut the Fuck up n stop yellin,1,2,,2,N,,,,18/03/2011 16:31,30/03/2011 03:10,12,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,taking suicide prevention class thinkin bout suicide lol,1,2,,2,N,1,,,19/03/2011 23:28,30/03/2011 03:10,11,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,I'm Sry I don't know what to doin,1,2,,2,N,,,,23/02/2011 02:54,30/03/2011 03:10,35,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,I don't know how I'm goin to handle this its my grandma's memorial service I don't if I can deal wid being there,1,2,,2,N,1,S,,26/02/2011 17:18,30/03/2011 03:10,32,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,I think its funny how our family only gets together for funerals,1,2,,2,N,,,,26/02/2011 18:49,30/03/2011 03:10,32,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,Wow I feel so out of place when it comes to my own fam,1,2,,2,N,,,,26/02/2011 19:24,30/03/2011 03:10,32,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,cuz paper chaser my life,1,2,,2,N,,,,26/03/2011 18:48,30/03/2011 03:10,4,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,wtf,1,2,,2,N,,,,27/03/2011 05:11,30/03/2011 03:10,3,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,I'm fucked up,1,2,,2,N,,,,27/03/2011 05:17,30/03/2011 03:10,3,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,Wtf do people expect from me,1,2,,2,N,,,,30/01/2011 00:06,30/03/2011 03:10,59,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,Dis some bullshit,1,2,,2,N,,,,30/01/2011 06:16,30/03/2011 03:10,59,,
a8b2c778af65ca2c46306554f338cacb,54,it's embarrassing doing yoga in the school hallway -_- this is sort of the reason i do it alone at home with no one else... i thought we'd do it in the weight room or the small gym... i don't mind being a little cold it's far better than doing yoga with people watching.... it's sssssoooo embarrassing... never again! but i have the poses memorized so i can incorporate those in with the ones i'll do home alone.,1,2,,2,N,,,,03/02/2011 23:56,13/02/2011 19:41,10,,
a8b2c778af65ca2c46306554f338cacb,54,I HATE school ... you know what I don't care if there are kids in other countries that don't have school... they can learn without it DX,1,2,,2,N,,,,07/02/2011 14:01,13/02/2011 19:41,6,,
a8b2c778af65ca2c46306554f338cacb,54,i just ummm.... uuuhg how do i say this damnit i don't want to tell you but at the same time i do.... nevermind *sigh*,1,2,,2,N,,,,09/01/2011 2:24,13/02/2011 19:41,35,,
a8b2c778af65ca2c46306554f338cacb,54,"the more we learn, the more pointless things seem... i'm bored... bored of it all. *sigh* when i say i'm bored, i mean i'm bored",1,2,,2,N,,,,11/02/2011 5:05,13/02/2011 19:41,2,,
a8b2c778af65ca2c46306554f338cacb,54,"sometimes i pronounce english words wrong... with the vowels i say them more smoothly i hate how some english words are so sharp in tone.. i hate how the /a/"" in the word /""ant/"" sounds",1,2,,2,N,,,,17/01/2011 04:42,13/02/2011 19:41,27,,
a8b2c778af65ca2c46306554f338cacb,54,going to sell stuff on ebay mother makes me feel poor and powerless .... I DESPISE being treated like dirt just because i wasn't born in a wealthy family,1,2,,2,N,,,,19/01/2011 01:37,13/02/2011 19:41,25,,
a8b2c778af65ca2c46306554f338cacb,54,can't see the moon cuz it's cloudy and the buildings are in the way! :(,1,2,,2,N,,,,21/12/2010 06:06,13/02/2011 19:41,54,,
a8b2c778af65ca2c46306554f338cacb,54,"i told my mom that im tired of all the stupid actors getting more ATTENTION than me!!! so i'm going to be an actor, and she was all like /uh huh/"" like the f-n b she is... all people talk about is stupid actors and movies and they completely ignore me NO MORE will that be!!!! i will be an actor",1,2,,2,N,,,,25/12/2010 03:41,13/02/2011 19:41,50,,
aed86a3085a364f5484679649f064467,39,fuck ittttt,1,2,,2,N,,,,18/12/2010 23:15,11/02/2011 11:44,55,,
aed86a3085a364f5484679649f064467,39,feelin like shit =//,1,2,,2,N,,,,21/01/2011 14:36,11/02/2011 11:44,21,,
aed86a3085a364f5484679649f064467,39,All these people posting about how its sad homeless go hungry and elderly without medicines and so on and so on....when was the last time u gave a hungry person you didn't know a meal?? When have you bought an elderly person their meds?? Yes America could do some more work in our own country but I'm damn sure you could too,1,2,,2,N,,,,27/01/2011 20:17,11/02/2011 11:44,15,,
aed86a3085a364f5484679649f064467,39,1 step forward and then 3 steps back...my lovely new job?? Was just laid off from it...its sucks but have to take the good with the bad and the ugly,1,2,,2,N,,,,29/12/2010 16:58,11/02/2011 11:44,44,,
b121d90e407cd597da17491f36e7b2c5,24,"Of course only half of the photos were able to be developed, and most of them ended up looking like crap. This is why I prefer digital cameras.",1,2,,2,N,,,,01/02/2011 0:52,13/03/2011 04:07,40,,
b121d90e407cd597da17491f36e7b2c5,24,I think I have a cavity. D:,1,2,,2,N,,,,13/02/2011 07:04,13/03/2011 04:07,28,,
b121d90e407cd597da17491f36e7b2c5,24,"Yay. It's almost five, and I can't go to sleep. Gotta wake up in two in a half hours.",1,2,,2,N,,,,15/02/2011 09:57,13/03/2011 04:07,26,,
b121d90e407cd597da17491f36e7b2c5,24,Ew. I gotta bring back two bags home. ...or do I??,1,2,,2,N,,,,18/02/2011 21:25,13/03/2011 04:07,23,,
b121d90e407cd597da17491f36e7b2c5,24,"It's the second semester, and I still can't manage to open my mailbox. Grrrrrrrrr.",1,2,,2,N,,,,20/01/2011 22:45,13/03/2011 04:07,52,,
b121d90e407cd597da17491f36e7b2c5,24,"At home, I'm able to sleep at normal hours. In my dorm, I'm basically an insomniac. I don't get it.",1,2,,2,N,,,,23/02/2011 08:49,13/03/2011 04:07,18,,
b121d90e407cd597da17491f36e7b2c5,24,/If tears could build a stairway,1,2,,2,N,,,,27/01/2011 17:32,13/03/2011 04:07,45,,
b15cf300b5693210682e36cfe5f9789b,44,I don't recommend sitting sideways on a bus if you are prone to motion sickness!,1,2,,2,N,,,,02/03/2011 21:55,08/03/2011 22:00,6,,
b15cf300b5693210682e36cfe5f9789b,44,Anyone out there hate sliding closet doors that come off track or doesn't leave you with much room to use your closet?,1,2,,2,N,,,,08/01/2011 16:33,08/03/2011 22:00,59,,
b15cf300b5693210682e36cfe5f9789b,44,"Please pray for my mom, Karen Balts, she is sick with ammonia and the flu! Also, on top of that she has been fighting severe chronic sinus problems for the last few months. So please keep her in your prayers! Thanks!",1,2,,2,N,,,,17/02/2011 21:55,08/03/2011 22:00,19,,
b15cf300b5693210682e36cfe5f9789b,44,"Ugh! I had a terrible nightmare about the Chippewa Falls, WI bridges!",1,2,,2,N,,,,24/02/2011 14:50,08/03/2011 22:00,12,,
b15cf300b5693210682e36cfe5f9789b,44,I wish I had more friends here in Madison to hang out with. I really miss spending time with friends!,1,2,,2,N,,,,30/01/2011 00:43,08/03/2011 22:00,37,,
b5efdb17945bc5ac2504e6c0c70f41b1,53,Questions why we need to do a science CSAP review....AFTER WE HAVE FINISHED THE SCIENCE CSAP T_T,1,2,,2,N,,,,04/03/2011 4:21,19/04/2011 04:07,46,,
b5efdb17945bc5ac2504e6c0c70f41b1,53,Homework....hmmm...,1,2,,2,N,,,,04/04/2011 1:07,19/04/2011 04:07,15,,
b5efdb17945bc5ac2504e6c0c70f41b1,53,Why must math be so evil?,1,2,,2,N,,,,06/04/2011 0:54,19/04/2011 04:07,13,,
b5efdb17945bc5ac2504e6c0c70f41b1,53,Just realized I need to buy F.E.A.R 3 in May T_T WHY MONEY?!?!?! WHY DON'T YOU WANT TO STAY WITH MEEEE!?!,1,2,,2,N,,,,09/04/2011 21:57,19/04/2011 04:07,10,,
b5efdb17945bc5ac2504e6c0c70f41b1,53,"Ugh...felt really bad but still went to school, turns out bad headaches and the inability to eat without getting sick makes taking a math test VERY hard, not gonna like the grades. -_-",1,2,,2,N,,,,11/03/2011 23:31,19/04/2011 04:07,39,,
b5efdb17945bc5ac2504e6c0c70f41b1,53,"I was so bored at work since no cars were passing for a large majority of it, at about 3:00 I realized I had been air-guitaring with the sign for about and hour straight.....",1,2,,2,N,,,,11/04/2011 2:20,19/04/2011 04:07,8,,
b5efdb17945bc5ac2504e6c0c70f41b1,53,1.Check Grades. 2.Better than expected. 3.Become lazy. 4.Get worse. 5.Panic boost. Go Back to Step 1 Oh look....its my entire sophomore year.....,1,2,,2,N,,,,14/03/2011 00:19,19/04/2011 04:07,36,,
b5efdb17945bc5ac2504e6c0c70f41b1,53,Ugh...turns out I wasn't fully recovered when I went to wave signs and the lack of rest + dehydration got me sick again.....,1,2,,2,N,,,,14/03/2011 16:36,19/04/2011 04:07,36,,
b5efdb17945bc5ac2504e6c0c70f41b1,53,SICKNESS Y U NO LEAVE FOR GOOD?,1,2,,2,N,,,,14/03/2011 16:52,19/04/2011 04:07,36,,
b5efdb17945bc5ac2504e6c0c70f41b1,53,BLAGH! Fever went up to 102,1,2,,2,N,,,,15/03/2011 02:15,19/04/2011 04:07,35,,
b5efdb17945bc5ac2504e6c0c70f41b1,53,No school for me tomorrow T_T,1,2,,2,N,,,,15/03/2011 02:22,19/04/2011 04:07,35,,
b5efdb17945bc5ac2504e6c0c70f41b1,53,"Cool my fever is down to 100.2, let's see if it kind enough to stay that way!",1,2,,2,N,,,,16/03/2011 03:11,19/04/2011 04:07,34,,
b5efdb17945bc5ac2504e6c0c70f41b1,53,Planet of the Apes did NOT need a shitty reboot to become a dumbass series about how we made smart monkeys that conquer the planet...THAT IS FUCKING STUPID >.>,1,2,,2,N,,,,17/04/2011 03:15,19/04/2011 04:07,2,,
b5efdb17945bc5ac2504e6c0c70f41b1,53,"Start up 2k4, Start Single-player, Bloodfists want a challenge....YOU DON'T HAVE ENOUGH MONEY. REFUSE CHALLENGE. YOU MUST PAY MORE MONEY THAN YOU HAVE.....FUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU",1,2,,2,N,,,,21/03/2011 16:58,19/04/2011 04:07,29,,
b5efdb17945bc5ac2504e6c0c70f41b1,53,"Sad ending to an anime, shed single tear....",1,2,,2,N,,,,23/03/2011 10:23,19/04/2011 04:07,27,,
b5efdb17945bc5ac2504e6c0c70f41b1,53,I HAVE APATHY SYNDROME D:,1,2,,2,N,,,,28/03/2011 04:45,19/04/2011 04:07,22,,
b6f1257ff213585723c66e253d2b92f7,28,Exhausted,1,2,,2,N,,,,05/02/2011 3:47,06/03/2011 0:34,29,,
b6f1257ff213585723c66e253d2b92f7,28,Wishing people would stop saying they love people who they've only been dating for maybe a month..,1,2,,2,N,,,,12/01/2011 0:45,06/03/2011 0:34,53,,
b6f1257ff213585723c66e253d2b92f7,28,"I hate watching the ones I love most keep making horrible mistakes, knowing nothing I can say will help. people... are idiots.",1,2,,2,N,,,,12/01/2011 0:49,06/03/2011 0:34,53,,
b6f1257ff213585723c66e253d2b92f7,28,Wish we wouldn't make this go on longer than we need to... someone just pull the knife out of my chest and get it over with.,1,2,,2,N,,,,17/01/2011 23:50,06/03/2011 0:34,48,,
c0289bdb4cd4eda90653b2c84af61e03,149,The show Bridezillas scares me! They're crazy!,1,2,,2,N,,,,01/02/2011 21:35,12/03/2011 2:48,39,,
c0289bdb4cd4eda90653b2c84af61e03,149,Why does the roof have to be fixed so early in the morning? :(,1,2,,2,N,,,,02/02/2011 14:43,12/03/2011 2:48,38,,
c0289bdb4cd4eda90653b2c84af61e03,149,Is sad that I am allergic to Pineapples :(,1,2,,2,N,,,,05/03/2011 4:28,12/03/2011 2:48,7,,
c0289bdb4cd4eda90653b2c84af61e03,149,Feels bad for Christina Aguilera :( Nerves always win! STEELERS ARE DISAPPOINTING ME!,1,2,,2,N,,,,07/02/2011 0:49,12/03/2011 2:48,33,,
c0289bdb4cd4eda90653b2c84af61e03,149,Ready to be 100% better after 7 weeks of being sick :( Being sick is boring.,1,2,,2,N,,,,08/02/2011 4:45,12/03/2011 2:48,32,,
c0289bdb4cd4eda90653b2c84af61e03,149,Why is there ALWAYS one obnoxious person in every class?,1,2,,2,N,,,,08/02/2011 19:14,12/03/2011 2:48,32,,
c0289bdb4cd4eda90653b2c84af61e03,149,First day of Calculus today :) My other classes don't start for another month!,1,2,,2,N,,,,11/01/2011 12:04,12/03/2011 2:48,60,,
c0289bdb4cd4eda90653b2c84af61e03,149,GET OFF YOUR PHONE WHILE YOU ARE DRIVING! -.- People can be so stupid.,1,2,,2,N,,,,11/01/2011 18:36,12/03/2011 2:48,60,,
c0289bdb4cd4eda90653b2c84af61e03,149,I bet a bunch of teenage girls will drag their friends and//or boyfriends to go see the Justin Beiber movie. Eww.,1,2,,2,N,,,,11/02/2011 14:35,12/03/2011 2:48,29,,
c0289bdb4cd4eda90653b2c84af61e03,149,"In the past 5 weeks I have had antibiotics, then more antibiotics, then anti viral meds, then more antibiotics...on the plus side, I lost 6 pounds this week!",1,2,,2,N,,,,12/01/2011 20:20,12/03/2011 2:48,59,,
c0289bdb4cd4eda90653b2c84af61e03,149,"If you want to sleep in at a hotel you have to sleep through: the temperature being wrong, the excited screaming children in the halls, the people who speak louder than everyone else, and housekeeping.",1,2,,2,N,,,,12/02/2011 15:07,12/03/2011 2:48,28,,
c0289bdb4cd4eda90653b2c84af61e03,149,Leaving Brandon gets harder every single time :'(,1,2,,2,N,,,,13/02/2011 23:56,12/03/2011 2:48,27,,
c0289bdb4cd4eda90653b2c84af61e03,149,Apparently I completely missed the memo about the speed limit changing to the minimum -.-,1,2,,2,N,,,,14/02/2011 02:28,12/03/2011 2:48,26,,
c0289bdb4cd4eda90653b2c84af61e03,149,I would do almost anything to never have another migraine again =(( They're so horrible.,1,2,,2,N,,,,15/01/2011 06:27,12/03/2011 2:48,56,,
c0289bdb4cd4eda90653b2c84af61e03,149,Loves waking up to kitten puke -.-,1,2,,2,N,,,,15/02/2011 11:51,12/03/2011 2:48,25,,
c0289bdb4cd4eda90653b2c84af61e03,149,IS SO ITCHY ALL OVER AND I DON'T KNOW WHY!!! AAAAHHH!!!,1,2,,2,N,,,,17/01/2011 04:56,12/03/2011 2:48,54,,
c0289bdb4cd4eda90653b2c84af61e03,149,"If the guy that sits behind me in class doesn't stop sniffing, coughing, tapping his pencil, tapping his feet, and being cocky, he is going to get a nice slap in the face.",1,2,,2,N,,,,17/02/2011 15:47,12/03/2011 2:48,23,,
c0289bdb4cd4eda90653b2c84af61e03,149,"I hate Taylor Swift, Justin Beiber, Lady GaGa, Katy Perry, etc...all this pop junk makes my ears bleed...Where did the actual good music go?",1,2,,2,N,,,,18/01/2011 05:27,12/03/2011 2:48,53,,
c0289bdb4cd4eda90653b2c84af61e03,149,Is so sad about all these police shootings :(,1,2,,2,N,,,,22/02/2011 09:01,12/03/2011 2:48,18,,
c0289bdb4cd4eda90653b2c84af61e03,149,Got my x-rays done and dislocated the joints in my foot so now I have crutches for a while.,1,2,,2,N,,,,22/02/2011 19:36,12/03/2011 2:48,18,,
c0289bdb4cd4eda90653b2c84af61e03,149,Can't believe a 16 year old boy was the one who killed the police officer :(,1,2,,2,N,,,,23/02/2011 14:49,12/03/2011 2:48,17,,
c0289bdb4cd4eda90653b2c84af61e03,149,Thinks its lame that I can't go to Cape Canaveral tomorrow to see the shuttle launch because I have a freaking test. Psh.,1,2,,2,N,,,,23/02/2011 22:16,12/03/2011 2:48,17,,
c0289bdb4cd4eda90653b2c84af61e03,149,Has a horrible headache :( Brandon's in surgery again.,1,2,,2,N,,,,25/02/2011 14:46,12/03/2011 2:48,15,,
c0289bdb4cd4eda90653b2c84af61e03,149,Just found out how many points are in my favourite chocolate cake and I don't like it anymore.,1,2,,2,N,,,,26/01/2011 23:03,12/03/2011 2:48,45,,
c70b15854118907c8f0a234e2ba44bbc,59,A bunch of bs today. A patient complained about moms tattoos. So she has to cover them up. They aren't even freaking gonna see her again. And they aren't offensive! She isn't even an employee at this place! Wtf?,1,2,,2,N,,,,01/03/2011 18:13,18/04/2011 17:03,48,,
c70b15854118907c8f0a234e2ba44bbc,59,I HATE THE MILO POST OFFICE! IT DOES NOT TAKE THREE DAYS NO WAIT FOR DAYS TO DELIVE ONE FREAKING PACKAGE! GOSH!,1,2,,2,N,,,,01/03/2011 22:23,18/04/2011 17:03,48,,
c70b15854118907c8f0a234e2ba44bbc,59,So I here if there is a trainer death at seaworld they get fined by the government for recklessness. Wtf? They are performing with giant killer whales.,1,2,,2,N,,,,04/04/2011 12:45,18/04/2011 17:03,14,,
c70b15854118907c8f0a234e2ba44bbc,59,Ow! I can't move my neck right hardly at all!,1,2,,2,N,,,,08/04/2011 15:23,18/04/2011 17:03,10,,
