,Unnamed: 0,text,ParticipantID,id,userid_x,annotation_date,annotation,negative_ny,time,userid_y
724,,LA was boring as Ffffffffffffffffff. But got an awesome present for Shayla. x],,,,,,,,2a9b90b41e9399bb331fef2582f657c3
725,,Crap. Sore from snowboarding.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
726,,My research paper is 99.9% BS-ed.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
727,,Why does it seem like Mr.Morales assigns a Sh*t load of homework whenever we have a sub? -_____________-|||,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
728,,Time to finish that other half of the cupcake from this morning. x],,,,,,,,2a9b90b41e9399bb331fef2582f657c3
729,,PHOTOS UPLOADED. Damn. I wish Shayla had an FB so I could tag her in her own party pics. -___-|||,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
730,,"Today, blue hair. XD I swear. After today, I'm done with painting my hair.",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
731,,Anyone know how to change the page settings for OpenOfficeWord? (Trying to set it up to MLA format...) I miss my Microsoft Works... TT.TT,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
732,,"GRR. School tomorrow, Spanish test, and tutoring!! NOT a good combination!! >:T",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
733,,Just finished watching Megamind. xD SO CHEESY.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
734,,HAHAHA. I'm starting my homework now... After I procrastinate. :),,,,,,,,2a9b90b41e9399bb331fef2582f657c3
735,,So cold. What happened to the warm weather? ==,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
736,,"Justine, come back over here and kick Jay's ass for me. T.T",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
737,,Ffff... Dad shut down the internet while I was doing my Spanish online. -§-,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
738,,... Where the hell is everyone?,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
739,,Damn. No one to talk to.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
740,,Food. :),,,,,,,,2a9b90b41e9399bb331fef2582f657c3
741,,Snow... In my old hometown... I wish I didn't move to Rancho now...,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
742,,Damn essay!! I hope I can finish it early enough to start my outline.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
743,,"Troll face. Like it, people who hate trollers. x]",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
744,,Did we have any other homework?,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
745,,"Daniel Cho, the poke war is ONNNNN!!!!",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
746,,The clouds are so pretty~ <3,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
747,,Nanka... Sabishidesu.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
748,,Jackasses.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
749,,Imma take a nap. I friggn' slept at 3AM last night and had to wake up at 7:30AM.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
750,,The only time g-ma's nagging....,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
751,,Never look back... Or else it'll bite you in the ass. @.@,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
752,,I ate: 2 mini tacos and one big ass burritos from King Taco. Time for the chocolate cupcake from Suite 106 Cupcakes.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
753,,"Justine, I think I'm going to lose the eating contest. I can't even eat 2 plates at Soupplantation.",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
754,,"I thought I ended the poke war, Daniel Cho. -__________- It's back on!!",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
755,,My Internet works!!!! Yeahhhhhhh!!!,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
756,,Researching for English. Doing colleges. It made me wonder what I should major in...  **bobsnewline**  **bobsnewline** -History **bobsnewline** -Astrophysics **bobsnewline** -Art-Illustration **bobsnewline** -Earth Science **bobsnewline** -Archaeology **bobsnewline**  **bobsnewline** So many!! >.<,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
757,,Yahoo answers really is useful.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
758,,Well... All my CMS friends are finding me.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
759,,I don't want to sleep.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
760,,"I'm either going to live life, or die trying.",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
761,,... What else did we have to do for homework...?,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
762,,Going snowboarding. We didn't even leave the damn house yet and there's already a f*cking fight.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
763,,I want to name my next pet Tofu. x],,,,,,,,2a9b90b41e9399bb331fef2582f657c3
764,,A Mexican opening a Thai restruant... Hm...,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
765,,Getting a haircut.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
766,,SON OF A- WTH IS UP WITH ALL THE FEBRUARY BIRTHDAYS!? IT'S GOING TO BE AS BAD AS THE OCTOBER BIRTHDAYS.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
767,,Who wants to help me carry these damn cupcakes to school? I made wayy to many and I have to take ALL of them... Maybe I'll just sell the extra to strangers..,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
768,,I was liking the weekend... Until I realized there is school tomorrow... Son of a...,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
769,,"We meet again, youtube.",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
770,,I smell like green tea mochi now. xD,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
771,,I decided... I'll eat instead.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
772,,My dad said Paranormal Activity was crap. Lol. He's such a critic when it comes to movies. xD,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
773,,"So many things to do, so many places to go, so many ideas to try, yet so little time and only one of me.",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
774,,"Die, Tetris. DIEEEEEEE.",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
775,,I would have finished my outline earlier if I hadn't watched Man vs. Wild... But the cool and epic survival dude wins everytime. :D,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
776,,I.... Don't know what to do now... I thought I had more homework...,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
777,,Man. I'll never get Pride and Prejudice.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
778,,"Happy Valentine's day everyone!! Nice to know that people liked my cupcakes... And kept mobbing on them. -_____-|||  **bobsnewline** Jacke, our Cupcake War is a tie. I'll definitely win our next War!! **bobsnewline** So watch out!! >:)",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
779,,I'm so bored.... Pah. I don't want to study for biology.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
780,,Tutoring... Helppp! Text meh!!,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
781,,I miss Mozilla Firefox... I HATE Internet Explorer. >:T,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
782,,DAMN. I always forget how OLD Matt LeBlanc looks.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
783,,Crappppp... I'm so bored.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
784,,Well... My printer doesn't work. *gets paper and pen*,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
785,,Out to get food.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
786,,Good news~ May fix my computer tomorrow. :),,,,,,,,2a9b90b41e9399bb331fef2582f657c3
787,,Awww. SC! memories. Damn you Jenn Eunjung Choi and Ingrid Ch for making me get into it. TT.TT,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
788,,"Son of a... It took me forever to find the right book, copy things down, and check out a non-reference book.",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
789,,FINISHED MY HOMEWORK!!,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
790,,"Mannn... I just hope I did all my homework or I'm screwed. I know that I didn't completely finish the study guide for biology, but I'll just copy some of those answers.",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
791,,"I heard that there is a 100% chance of snow tomorrow for the lower lands... I hope it really does snow, or I'll be very sad with crished hopes. :(",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
792,,Stewie is a masochist? o.o,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
793,,"Awkward... Should have stayed home today. Still have sh*t loads of homework, too. ==",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
794,,Damn. Parents ae home. Why does my peace and quiet have to go away like that!?,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
795,,Annotating left... ==,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
796,,At the library.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
797,,"I don't get my geometry homework... I did most of the problems, but some are like, /Wtf is this sh*t!?/""""",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
798,,Mannnn..... What were the vocab words for Bio? Son of a b****.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
799,,Deviantart is SLOWWWWWWWWWW.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
800,,"I think I'm sick... THANK YOU Nancy Tec, Megan Sun, Maggie Elyse Gusman, AND EVERYONE ELSE WHO WAS SICK.",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
801,,Today's painting looks like an alien...,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
802,,I did NOT even start on that damn webquest. Shall hurry my ass off to finish it... NOW.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
803,,Ffffffffffffffff................. I'm seriously going to bang my head against my desk right now. Stupid Isearch notes.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
804,,Gonna be deprived of the internet for a week or so... I'll be back to catch up on my spam!!,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
805,,"Oh.... So NOW it starts raining. -_-||| If it rained around 2nd period, then I wouldn't have had to run.",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
806,,All this stuff about food is making me even more hungry. TT.TT,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
807,,Have to wake up at 4 tomorrow. *o* Stupid time changes!! Why so early?!,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
808,,"AHAHAHA. Who in the hell teaches their several month old kid /Baby Got Back/""!? Stupid Rachael and Ross. x]""",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
809,,"If I'm not going to the hair salon soon, then might as well cut my bangs myself... But I'm too scared to even attempt it. xD Oh well. Maybe I'll end up having that very short hair I wanted after all. x]",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
810,,I'm... A Tarus now... I miss my Gemini.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
811,,"Computer is f*cked up. Using my dad's. After this, I don't think I'll be on fo a while...",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
812,,I think I'm going to kill myself by accidentaly swallowing the oil paint solevent... I am officially afraid of oil painting.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
813,,"We only do chapter 24 or Pride and Prejudice, right, people of Visconti?",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
814,,Sparknotes is love. <3,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
815,,FFFFFFF...........,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
816,,What. The. Hell. Is. Up. With. Dream. High? First. Secret. Garden. And. Now. THAT!?,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
817,,Someone text me. I wanna listen to my new text message tone. Thank you Christine  :D,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
818,,"I was about to say... /HOLY SHIT. WHEN THE HELL DID ALL THESE PEOPLE GO ONLINE?/"" But then I saw that they were duplicates of the same people because my chat was malfunctioning. :p""",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
819,,Visconti gives us impossible web searches. -__________-,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
820,,Well... Imma sleep early for one this week. Night people!,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
821,,"I wonder how my parents would react if I said that I was going to my little brother's birthday party I have never met before who lives all the way in Chino Hills. Right, Chris ??? x] (Sorry!! I keep forgetting the Korean name you chose. -_________-||| I'm a bad ??.)",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
822,,Oh yeah... I GOT MY PURPLE HAIR BACK. XDDD **bobsnewline** Maybe light blue tomorrow. :)  **bobsnewline** Nahhh... Jk. No more. I want to actually dye it for once.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
823,,Fcking tired. Was at Christine's house until 8. Now I have lots of homework to do. == *dead*,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
824,,DSJGKSANKSNBSJK. STUPID WEB QUEST. IMMA GET A KNIFE AND STAB IT.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
825,,Just woke up from my nap... I had a dream that North Korea was bombing us and World War 3 had started. It was so scary and realistic...   We were all at Los Osos and the vice principal was saying that thebwar had started and the world was going to end... That's it!! No more eating right before sleeping!!,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
826,,"Jackie Gamez, I CHALLENGE YOU TO A VALENTINE'S DAY CUPCAKE WARS. *Points fingers*",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
827,,Ahhhh shit. Did we have to read for bio? I'm screwed...,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
828,,Wondering if I should sleep early or do my homework right now...,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
829,,"OH EFF YEAH!!! DANA WON!!! HA. IN YOUR COCKY ASS FACES COREANA, MEGAN!! Man, if I bet a million dollars that he won, I would have been rich. ._____.",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
830,,YEAH BABY!!! MOZILLA FIREFOX IS BACK IN MY COMPUTER!!,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
831,,Home alone now~ So happy~ Haven't been home alone for a while.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
832,,Should I sleep early tonight...? Nahhh. Never gonna happen.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
833,,F*cking tired.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
834,,I'm finally going to the Rancho library tomorrow for the first time in 2 years... Hope my card is still valid. x] Who wants to go with me after school? Anyone from Visconti? Mainly for that friggn' research paper we have to do. -______-,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
835,,I love being home alone... But it gets lonely.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
836,,Dammit! My Spanish teacher keeps 'effing up my grades!!! No wonder I have an A- in that boring-ass class!,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
837,,My dad forgot to pick me up to play pool.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
838,,"/OM friggin' friggn' G/"" -Greggy from The Next Great Baker... xD""",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
839,,Came back from Shayla's birthday. Ah~ So fun~,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
840,,My relatives are friggn' retarded.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
841,,"Ahahaha.... Kill Joy... Right, Joy Seohyun Jeon? Remember? x]",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
842,,I don't want to do the research for English. >.< And screw Pride and Prejudice!,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
843,,Son of a... They keep eating all the munchies!! I seriously need a locked mini fridge in my room. I already have the cookies.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
844,,Hurr... Why is everyone saying it's a beautiful day? Oh well.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
845,,What the f....? Okay. All of my uncles have got to stop appearing out of nowhere.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
846,,Bored as hell. I should have just stayed at Ontario Mills all day today.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
847,,My mom said I can skip art for the beach trip~ :),,,,,,,,2a9b90b41e9399bb331fef2582f657c3
848,,/CHOKE ON CHEERIOS,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
849,,"Why does the bathroom smell like ramen...? o___e||| I think either the smells of the kitchen wafted over there, or someone ate ramen earlier and sh*tted it out.  EWWW...",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
850,,What the eff...? The uncle I hate came back from Korea. He better not steal my dogs again!!,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
851,,"So bored. Some chat, text, or call me. .___.",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
852,,Bored as hell.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
853,,"Oh, What the f... Chris Promprasert Young-Kim dongsaeng, when did you spam my profile. xD",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
854,,"What the f...? How the hell are we suppose to write the outline... I have my doubts on what you told me, Christine Kim. >.<",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
855,,Still tired... Still more effin' homework. x________x,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
856,,Runny nose = Suffocation.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
857,,Sparknotes saved my ass.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
858,,Friggn' Bio. The other thing I had to find that was vestigial was something called a plica semilunaris. WTF? Like anyone knows what the hell that is.,,,,,,,,2a9b90b41e9399bb331fef2582f657c3
859,,Man... Hard-core fans are total stalkers. Hate them. :),,,,,,,,2a9b90b41e9399bb331fef2582f657c3
860,,"Oh, my god. Mr.Morales ruined Fresh Prince for me... TT.TT",,,,,,,,2a9b90b41e9399bb331fef2582f657c3
861,,trying to make my own HELL!! any ideas????,,,,,,,,2dca898dfbdae6716a587adbfd99c542
862,,going to roswell competition,,,,,,,,2dca898dfbdae6716a587adbfd99c542
863,,I got a 280,,,,,,,,2dca898dfbdae6716a587adbfd99c542
864,,My sister has to get a EKG done be use they say she has something done with her heart,,,,,,,,2dca898dfbdae6716a587adbfd99c542
865,,my dads motor went out while he was in alabama abd he had tro tow it all the way home,,,,,,,,2dca898dfbdae6716a587adbfd99c542
866,,going to volunteer at my local animal hospital today,,,,,,,,2dca898dfbdae6716a587adbfd99c542
867,,playing with my new toy,,,,,,,,2dca898dfbdae6716a587adbfd99c542
868,,at the freshman orientation the freshman this year look like 1st graders,,,,,,,,2dca898dfbdae6716a587adbfd99c542
869,,ready for roswell so we can win the region,,,,,,,,2dca898dfbdae6716a587adbfd99c542
870,,finished my project it look real good,,,,,,,,2dca898dfbdae6716a587adbfd99c542
871,,"BEST QUOTE EVER/ I SHIT YOU NOT/"" !!!""",,,,,,,,2dca898dfbdae6716a587adbfd99c542
872,,I'm on yo facebook,,,,,,,,2dca898dfbdae6716a587adbfd99c542
873,,roswell won 1120 parkview 1116,,,,,,,,2dca898dfbdae6716a587adbfd99c542
874,,i need to study for ap but its so boring,,,,,,,,2dca898dfbdae6716a587adbfd99c542
875,,Wish us luck we shoot against altuna today and if we when we get to go to state at fort benign,,,,,,,,2dca898dfbdae6716a587adbfd99c542
876,,cry my other betta fish died and the vet said tha t,,,,,,,,2dca898dfbdae6716a587adbfd99c542
877,,Just chillin at home,,,,,,,,2dca898dfbdae6716a587adbfd99c542
878,,I'm sick with a sore throat and I think my strep throat might have come back that would be the 5th time I've had it in a year,,,,,,,,2dca898dfbdae6716a587adbfd99c542
879,,booh im crying my Betta fish died,,,,,,,,2dca898dfbdae6716a587adbfd99c542
880,,just came from sparkles I'm good I was skating with the speed skaters and keeping my own,,,,,,,,2dca898dfbdae6716a587adbfd99c542
881,,I had a nightmare last night about the world ending and when I woke up I thought the world had ended . Scary!!!!!,,,,,,,,2dca898dfbdae6716a587adbfd99c542
882,,at alabama now 3 hours till we're shooting,,,,,,,,2dca898dfbdae6716a587adbfd99c542
883,,selling my blackbery,,,,,,,,2dca898dfbdae6716a587adbfd99c542
884,,he had a fungus when he died,,,,,,,,2dca898dfbdae6716a587adbfd99c542
885,,wants to get a rifle so i can shoot on a range,,,,,,,,2dca898dfbdae6716a587adbfd99c542
886,,"heading to anniston ,al for a rifle comp",,,,,,,,2dca898dfbdae6716a587adbfd99c542
887,,eclipse needs to hurry up and come on regular people t.v i'm tired of waiting,,,,,,,,2dca898dfbdae6716a587adbfd99c542
888,,Yeah me I got promoted to sergeant today!!!!!!!!!!!!!!!,,,,,,,,2dca898dfbdae6716a587adbfd99c542
889,,Cry my betts fish died and the other ones dying:(,,,,,,,,2dca898dfbdae6716a587adbfd99c542
890,,I'm shooting real good at roswell,,,,,,,,2dca898dfbdae6716a587adbfd99c542
891,,I have a cold and a feel horrible,,,,,,,,2dca898dfbdae6716a587adbfd99c542
892,,@Jennifer Trang Ngo was heeerrrrreeeeeee <333,,,,,,,,2dca898dfbdae6716a587adbfd99c542
893,,GO PACKERS!!!!!!!!!!!!!!!!!!,,,,,,,,2dca898dfbdae6716a587adbfd99c542
894,,just got back from rifle competition where i shot a 527 to be 4th in my class,,,,,,,,2dca898dfbdae6716a587adbfd99c542
895,,I have 4 test tommorow this sucks,,,,,,,,2dca898dfbdae6716a587adbfd99c542
896,,stuck at walmart this sucks there are some creepy people,,,,,,,,2dca898dfbdae6716a587adbfd99c542
897,,1. How did we meet?  **bobsnewline** 2. What is my name is in your contacts? **bobsnewline** 3. What am I to you?  **bobsnewline** 4. What you like about me? **bobsnewline** 5. What you dislike about me?  **bobsnewline** ...6. Our best memory?  **bobsnewline** 7. First impression of me?  **bobsnewline** 8. How close we are 1-10?  **bobsnewline** 9. What do you rate me 1-10?,,,,,,,,2dca898dfbdae6716a587adbfd99c542
898,,i'm going to have to wake up at 5AM tommorow to got to school for a drill comp and be there till 4,,,,,,,,2dca898dfbdae6716a587adbfd99c542
899,,got a stupid virus on my computer!!!! ooommmmgggg!!,,,,,,,,2dca898dfbdae6716a587adbfd99c542
900,,"just got back form the animal hospital and it was awesome we got too see a bunch of dogs,parrots. it was sad though bc one of the sugar gliders they had there died of phnemonia today",,,,,,,,2dca898dfbdae6716a587adbfd99c542
901,,Going to the carwash tomorrow at trickum middle everyone come by and show ur support 10-5 **bobsnewline** Saturday,,,,,,,,2dca898dfbdae6716a587adbfd99c542
902,,GOING TO THE CAR WASH,,,,,,,,2dca898dfbdae6716a587adbfd99c542
903,,if anybody is selling water turtles i'm interested,,,,,,,,2dca898dfbdae6716a587adbfd99c542
904,,my sister just hit someones car trying to park epic failure. lol.,,,,,,,,2dca898dfbdae6716a587adbfd99c542
905,,shooting at regionals to see what place well be at for state. wish us luck :),,,,,,,,2dca898dfbdae6716a587adbfd99c542
906,,just came back from the vet office and it was so fun got to meet a lot of new dogs and learned a lot of stuff,,,,,,,,2dca898dfbdae6716a587adbfd99c542
907,,I'm sooooo tirreedd,,,,,,,,2dca898dfbdae6716a587adbfd99c542
908,,shooting against north Gwinnett right now,,,,,,,,2dca898dfbdae6716a587adbfd99c542
909,,Attempting to read The Fountain head by Ayn Rand. LOL;) wish me luck its 730 pgs,,,,,,,,2dca898dfbdae6716a587adbfd99c542
910,,There must be more to life than what has been created inside this box.,,,,,,,,2fba0f9dccc84f3516d8b553426af527
911,,I love how every once in a while you meet someone whose optimism is incredibly inspiring.,,,,,,,,2fba0f9dccc84f3516d8b553426af527
912,,Enrollment for classes is tomorrow... I hope I get all the classes I wanted. D:,,,,,,,,2fba0f9dccc84f3516d8b553426af527
913,,It's not fair. I hate getting in trouble because you complain about me.,,,,,,,,2fba0f9dccc84f3516d8b553426af527
914,,"Severe allergies and special tiem is not a pleasant combination. **bobsnewline** However, since I've been ill on the couch all day, I've finally gotten the chance to re-read Tokyo Mew Mew. I love it so much. **bobsnewline** And I love bears. I love bears so much, too. Especially mine. I love my bear.",,,,,,,,2fba0f9dccc84f3516d8b553426af527
915,,"Sometimes I wish I could close my eyes and be enveloped in a soothing cloud of white, and all my worries would disappear.",,,,,,,,2fba0f9dccc84f3516d8b553426af527
916,,"So enrollment went well this morning. Unfortunately the max number of credit hours you're allowed to have is 9, so I had to forget my Eastern Religions class. :I **bobsnewline** Kinda stinks cause I've always been really interested in things like Buddhism, and Shinto... **bobsnewline** But I was able to get into Composition I, Psychology, and my Concept Art for Animation class. I'm pleased. C:",,,,,,,,2fba0f9dccc84f3516d8b553426af527
917,,/We ran like vampires from a thousand burning suns,,,,,,,,2fba0f9dccc84f3516d8b553426af527
918,,"Assessment testing today. Yaaaay. But it should only take about an hour and a half, that's not so bad.",,,,,,,,2fba0f9dccc84f3516d8b553426af527
919,,"/Press enter to post your comment/""? Ohhh",,,,,,,,2fba0f9dccc84f3516d8b553426af527
920,,"Mmm... sad. Tomorrow should make it a little better, though.",,,,,,,,2fba0f9dccc84f3516d8b553426af527
921,,"My nose is stuffy, and I'm super hungry... I would eat, but then there would be absolutely no satisfaction in that whatsoever if you can't taste anything. :C",,,,,,,,2fba0f9dccc84f3516d8b553426af527
922,,"Lord, give me strength.",,,,,,,,2fba0f9dccc84f3516d8b553426af527
923,,I've been sitting cross-legged for almost an hour. Both my feet are asleep and feel like lead. :I,,,,,,,,2fba0f9dccc84f3516d8b553426af527
924,,The moment is fast approaching. Less than 5 minutes remain.,,,,,,,,2fba0f9dccc84f3516d8b553426af527
925,,"Well, I think I got my classes. Um, I'm gonna go back to sleep now. :I",,,,,,,,2fba0f9dccc84f3516d8b553426af527
926,,[paragraph about something interesting],,,,,,,,2fba0f9dccc84f3516d8b553426af527
927,,I remember when I finally unlocked T.T. in Diddy Kong Racing and realized he wasn't that cool. I felt so empty on the inside...,,,,,,,,2fba0f9dccc84f3516d8b553426af527
928,,Dude. Totally found my Sega Genesis today while I was looking from my brother's tennis racket. I love serendipity.,,,,,,,,2fba0f9dccc84f3516d8b553426af527
929,,"We may only have tonight, but till the morning sun you're mine, all mine. Play the music low and sway to the rhythm of love.  **bobsnewline** When the moon is low we can dance in slow motion and all your tears will subside. All your tears will dry.",,,,,,,,2fba0f9dccc84f3516d8b553426af527
930,,"Don't you just hate it when someone you loathe blatantly steals your hairstyle to get your boyfriend's attention? Yeah, I do, too.",,,,,,,,2fba0f9dccc84f3516d8b553426af527
931,,"I'm sure this new /Question/"" posting option is merely a ploy to divert your attention from the fact that the Facebook programmers keep making useless updates instead of actually making it better. But that's just me. :I""",,,,,,,,2fba0f9dccc84f3516d8b553426af527
932,,"Suddenly I'm missing tones of files from my computer. All the pictures I took with my phone are gone. All my music files are gone. My movies are gone. **bobsnewline** I don't know what happened. The computers, including mine, shut off today when a fuse blew in the kitchen and we had to reset the power.",,,,,,,,2fba0f9dccc84f3516d8b553426af527
933,,"/If the bombs go off the sun will still be shining. Because I've heard it said that every mushroom cloud has a silver lining./""""",,,,,,,,2fba0f9dccc84f3516d8b553426af527
934,,I think I may have just found my long-lost friend. (´???`),,,,,,,,2fba0f9dccc84f3516d8b553426af527
935,,/I just got my hair cut,,,,,,,,2fba0f9dccc84f3516d8b553426af527
936,,Do you know what flavor of gum they should have? They should have Kamek-flavored gum. Then I'll be able to taste the spicy smoothness of Kamek all the time.,,,,,,,,2fba0f9dccc84f3516d8b553426af527
937,,/People often ask why I exist. They tell me it must be just to spite them. I have to laugh a little then I turn to them and say,,,,,,,,2fba0f9dccc84f3516d8b553426af527
938,,Happy Mother's Day to all you mommies out there. I hope your day is relaxing and full of love~,,,,,,,,2fba0f9dccc84f3516d8b553426af527
939,,/Any problem is solvable. We can feed the hungry and cure disease. But all of that would be a huge waste of time,,,,,,,,2fba0f9dccc84f3516d8b553426af527
940,,I love dogs. I should take a picture of each member of my pack... If I could get any of them to sit still.,,,,,,,,2fba0f9dccc84f3516d8b553426af527
941,,"Iggy and Ludwig are down. Next up is Lemmy, then I'll be done with my first page~ Three more pages of characters left to go.",,,,,,,,2fba0f9dccc84f3516d8b553426af527
942,,"I hate people who, in every picture they have of themselves, constantly make a duckface. It is not attractive.",,,,,,,,2fba0f9dccc84f3516d8b553426af527
