id,userid,post_count,text,post_time
329,0724fe854bd455061ba84efecdeff469,64,"Status: sleepy. Due to legal identification, subject couldn't get enough sleep. Diagnosis: exhaustion.",14/01/2011 16:13
330,0724fe854bd455061ba84efecdeff469,64,U_U Why time has to pass so quickly?,16/01/2011 21:23
331,0724fe854bd455061ba84efecdeff469,64,Status: extremely sad. Subject rejects any attempt of medication due to his last day of break. Diagnosis: school.,23/01/2011 18:01
332,0724fe854bd455061ba84efecdeff469,64,Status: exhausted. Subject's mind is dying due to extreme stress and work. Diagnosis: severe mental exhaustion.,29/01/2011 01:14
333,0724fe854bd455061ba84efecdeff469,64,I just lost THE GAME... >.>,30/12/2010 03:35
334,088bf0ed841bcc366475b3975eb1b9d2,44,my stomach is unhappy,04/05/2011 10:10
335,088bf0ed841bcc366475b3975eb1b9d2,44,I'm in bed and the world is spinning. In the wrong direction.,14/05/2011 19:13
336,088bf0ed841bcc366475b3975eb1b9d2,44,Fell down the stairs. My ass broke my fall.,14/05/2011 21:44
337,088bf0ed841bcc366475b3975eb1b9d2,44,FUCK. I'm finally tired enough to go to sleep I pass out except I made the mistake of doing so too early (9:30 abouts) and woke up at 2! Just spent an hour tossing and turning on my bed with my eyes shut. Still going to be awake when my alarm clock goes off too!,15/04/2011 08:11
338,088bf0ed841bcc366475b3975eb1b9d2,44,/Prescription-strength assault! Side effects include joint pain,17/05/2011 21:18
339,088bf0ed841bcc366475b3975eb1b9d2,44,I just scratched my ass... it was weird. It scratched the itch hurt like hell and tickled all at the same time.,19/05/2011 16:02
340,088bf0ed841bcc366475b3975eb1b9d2,44,random bouts of depression!,23/04/2011 04:32
341,088bf0ed841bcc366475b3975eb1b9d2,44,My remote control disappeared,28/04/2011 11:02
342,0b12516100c16f779b152858619786ff,61,The worst thing is holding on to someone who doesn't want to be held on to... <//3,03/02/2011 04:18
343,0b12516100c16f779b152858619786ff,61,can anyone just take me seriously?,04/01/2011 01:39
344,0b12516100c16f779b152858619786ff,61,Study Hall...too distracted to do much homework :( Sicker than yesterday.,06/01/2011 15:32
345,0b12516100c16f779b152858619786ff,61,"/...and the Packers win the Superbowl!/"" ...fml. >:(""",07/02/2011 03:09
346,0b12516100c16f779b152858619786ff,61,"fuck you, green bay >:(",07/02/2011 04:56
347,0b12516100c16f779b152858619786ff,61,bah. high school :(,11/02/2011 04:18
348,0b12516100c16f779b152858619786ff,61,it's too damn sultry in here.,14/02/2011 00:25
349,0b12516100c16f779b152858619786ff,61,Looks like I'm alone for Valentine's Day :'(,14/02/2011 22:25
350,0b12516100c16f779b152858619786ff,61,writing an essay... :(,16/02/2011 04:03
351,0b12516100c16f779b152858619786ff,61,"That's not a paper cut, that's what you call a blood sacrifice.",16/02/2011 15:08
352,0b12516100c16f779b152858619786ff,61,HATE chemistry :(,19/01/2011 01:20
353,0b12516100c16f779b152858619786ff,61,Sectionals are over... As are my days of varsity cheerleading! :'( very upset. Need a nap...,19/02/2011 18:35
354,0b12516100c16f779b152858619786ff,61,skypin' with mike...exhausted :(,20/01/2011 03:36
355,0b12516100c16f779b152858619786ff,61,home... exhausted :( i need sleep!,23/01/2011 06:28
356,0b12516100c16f779b152858619786ff,61,"at walmart...looking at nail polish. they have the WORST names! /kiss me here/"" /""first time/"" /""no means no/"" /""strip tease/"" /""wet t shirt/"" and /""in the mood?/"" OMFG.""",30/01/2011 02:26
357,0c5d06511ef79fba34da417e8c751fff,33,no sleep for me tonight,04/03/2011 02:09
358,0c5d06511ef79fba34da417e8c751fff,33,I miss my Buddy and Smokey :(,04/04/2011 01:48
359,0c5d06511ef79fba34da417e8c751fff,33,I don't like cold coffee....:(,11/03/2011 05:08
360,0c5d06511ef79fba34da417e8c751fff,33,My thoughts are for Japan and it's citizens :( mother nature is a bitch,11/03/2011 22:51
361,0c5d06511ef79fba34da417e8c751fff,33,You only hear the music when your heart begins to break....,28/03/2011 02:56
362,0e3fdb89c7706b13891170ab2a9017c7,37,What is this all this snow doing here?!? Three inches here in the city and it's still coming down.,05/02/2011 13:09
363,0e3fdb89c7706b13891170ab2a9017c7,37,I still hate going to bed early. I'm starting to think I might not outgrow it.,09/03/2011 00:35
364,0e3fdb89c7706b13891170ab2a9017c7,37,"Trying to write this evening, after working all day. Nearly impossible!",16/03/2011 00:11
365,0e3fdb89c7706b13891170ab2a9017c7,37,Is there anything in the world that would make me actually want to revise this synopsis? Major lack of motivation going on here.,18/03/2011 16:04
366,1789589a6d2bba0f09d768f8f3445be5,50,my power just went out. :(,02/02/2011 03:42
367,1789589a6d2bba0f09d768f8f3445be5,50,"/...but it's the pain that really tells you whether you're alive and kicking or not./""""",03/03/2011 02:45
368,1789589a6d2bba0f09d768f8f3445be5,50,Mrs Czarniak's Algebra Tests = I want to die now.,04/03/2011 22:15
369,1789589a6d2bba0f09d768f8f3445be5,50,"Through all of these wasted years, I have been trying to find out who I am...",05/01/2011 03:32
370,1789589a6d2bba0f09d768f8f3445be5,50,I used to think that no one was trying to fuck me over.,05/01/2011 23:16
371,1789589a6d2bba0f09d768f8f3445be5,50,Hate is no longer a strong enough word for me to describe how much I hate the way things are.,06/01/2011 01:08
372,1789589a6d2bba0f09d768f8f3445be5,50,Friday please come so I can never look back on this shitty fucking week.,06/01/2011 23:52
373,1789589a6d2bba0f09d768f8f3445be5,50,"All I want is somebody to tell me it's going to be okay, so basically, someone to lie to me with a straight face.",16/02/2011 03:41
374,1789589a6d2bba0f09d768f8f3445be5,50,:// \m//,18/01/2011 00:27
375,1789589a6d2bba0f09d768f8f3445be5,50,"Like an airbag, I will go unwanted until disasters occur. ://",23/02/2011 23:16
376,1789589a6d2bba0f09d768f8f3445be5,50,bad dreams plague my brain once again. fml.,25/02/2011 11:34
377,1789589a6d2bba0f09d768f8f3445be5,50,funeral + stomachache = bad weekend,27/02/2011 07:09
378,1789589a6d2bba0f09d768f8f3445be5,50,://,30/01/2011 04:35
379,193165601dfad67e79ef52b2caf9fd9e,33,"; Seen the change, watching it fade. Holding my breath, feeling it fail.",01/03/2011 00:16
380,193165601dfad67e79ef52b2caf9fd9e,33,"; Not easy to say, harder to do. Working it hard, wondering why. Cant fix it now, so why even try.",01/03/2011 11:05
381,193165601dfad67e79ef52b2caf9fd9e,33,"; If life is a battlefield, then there's so many dangers. Just when you think its okay, it blows up in your face.",08/03/2011 00:00
382,193165601dfad67e79ef52b2caf9fd9e,33,"; dear biological clock, you suck to e max. wen im super exhausted & totally drained out, why cant u let me sleep soundly like a baby. but wen i have so many tings to complete, u made my eyes droop wif such heaviness dat i cant even lift em up. i hate u, i really do. tsk",10/02/2011 18:00
383,193165601dfad67e79ef52b2caf9fd9e,33,"is missing her bitches Syafiqah Threenine & Nora Amir. its been so long since we last hang out together. is it so hard to plan a damn dinner date or even just meet up for drinks? come on ladies, im sure we can do better!",18/01/2011 15:45
384,1c1a61d11a10f9fa967f250095792db3,37,"wow, my shoulder is actually bleeding. That's not good.",26/03/2011 19:37
385,1e84bfe1c9bbd549913aad1bc57c8878,34,is home and hungry. Will probably pass out for a couple hours.,05/03/2011 17:53
386,1e84bfe1c9bbd549913aad1bc57c8878,34,is finally going to sleep. For 4 hours.,23/03/2011 07:13
387,1e84bfe1c9bbd549913aad1bc57c8878,34,is really frustrated with all the pollen. And tired of finding it in and on her clothes.,24/03/2011 19:55
388,23cbbe03a89344129e1a6d8419a66d23,37,Dear all Cityville Friends...my computer won't load the app anymore :(,01/03/2011 19:17
389,23cbbe03a89344129e1a6d8419a66d23,37,missed work :( got sick...damn you strawberries.......,09/03/2011 20:41
390,23cbbe03a89344129e1a6d8419a66d23,37,my st. patties day was duller than a nub in a crayon box........woo-hoo....nite facebook.. i work in the morning...isnt that a BIG SURPRISE?!?!?! i didnt think so -_-,18/03/2011 04:23
391,2549774d68d7ccbcba069afb45c7e237,60,30 mins to get 3 people ready for school - I'll be cranky by lunch time - I hate waking up late after 2 hours of being kicked by smally-smalls who had decided he needed to sleep in my bed - oh well off to breackfast club wonder if they'll do me a takeout,02/02/2011 08:01
392,2549774d68d7ccbcba069afb45c7e237,60,the dull ache like someone had implanted marbels in my temples and at the base of my skull since this morning is shaping up nicely into a feel someone is rooting around with screw drivers the question is do I go straight for diazapam or try NSAID first,11/03/2011 19:07
393,2549774d68d7ccbcba069afb45c7e237,60,"has a mobile that won't send text messages or open text messages, and had a day at work from hell, although it did end with a colleague writing bully across her own forehead in marker pen",13/02/2011 18:12
394,2549774d68d7ccbcba069afb45c7e237,60,Right my new phone refuses to connect or find my wifi connection at home because a meter away is out of range - me thinkds there is an issue I need to get the shop to sort out,20/02/2011 10:41
395,2549774d68d7ccbcba069afb45c7e237,60,"has realised the reason the painkillers haven't kicked in yet is that I didn't take them, darn my fuzzy head",22/01/2011 07:54
396,2549774d68d7ccbcba069afb45c7e237,60,): Is supposed to go to work for the big staff meeting about restructure :(,25/01/2011 07:32
397,2549774d68d7ccbcba069afb45c7e237,60,pain would be preferable to the feeling someone has removed your arms and replaced them with a badly fitting pair,29/01/2011 00:09
398,2549774d68d7ccbcba069afb45c7e237,60,"I have just rang in sick for tomorrow which would not be so bizare if I wasn't working today, well running on tramadol and high octane coffee, haven't slept but can a test to the pain killing properties of Little Big Planet 2",29/01/2011 08:04
399,2a9b90b41e9399bb331fef2582f657c3,208,Friggn' Bio. The other thing I had to find that was vestigial was something called a plica semilunaris. WTF? Like anyone knows what the hell that is.,01/02/2011 05:26
400,2a9b90b41e9399bb331fef2582f657c3,208,Why does it seem like Mr.Morales assigns a Sh*t load of homework whenever we have a sub? -_____________-|||,01/02/2011 06:18
401,2a9b90b41e9399bb331fef2582f657c3,208,Gotta hate those damn trollers.,01/03/2011 04:23
402,2a9b90b41e9399bb331fef2582f657c3,208,"Oh, my god. Mr.Morales ruined Fresh Prince for me... TT.TT",02/02/2011 03:49
403,2a9b90b41e9399bb331fef2582f657c3,208,Ffff... Dad shut down the internet while I was doing my Spanish online. -â”œÃ©â”¬Âº-,02/02/2011 08:19
404,2a9b90b41e9399bb331fef2582f657c3,208,What the eff...? The uncle I hate came back from Korea. He better not steal my dogs again!!,02/03/2011 02:27
405,2a9b90b41e9399bb331fef2582f657c3,208,Ffffffffffffffff................. I'm seriously going to bang my head against my desk right now. Stupid Isearch notes.,03/02/2011 08:13
406,2a9b90b41e9399bb331fef2582f657c3,208,What. The. Hell. Is. Up. With. Dream. High? First. Secret. Garden. And. Now. THAT!?,04/02/2011 06:04
407,2a9b90b41e9399bb331fef2582f657c3,208,Awww. SC! memories. Damn you Jenn Eunjung Choi and Ingrid Ch for making me get into it. TT.TT,04/02/2011 06:57
408,2a9b90b41e9399bb331fef2582f657c3,208,"Suffering from a massive headache as a result of not eating enough all day, and not getting enough sleep last night.",04/03/2011 06:06
409,2a9b90b41e9399bb331fef2582f657c3,208,Imma take a nap. I friggn' slept at 3AM last night and had to wake up at 7:30AM.,05/02/2011 23:13
410,2a9b90b41e9399bb331fef2582f657c3,208,All this stuff about food is making me even more hungry. TT.TT,05/03/2011 06:16
411,2a9b90b41e9399bb331fef2582f657c3,208,What the f....? Okay. All of my uncles have got to stop appearing out of nowhere.,05/03/2011 06:43
412,2a9b90b41e9399bb331fef2582f657c3,208,"Don't you hate it when after a long day's work, you change into your comfy PJ's, crawl into your bed, you're almost asleep until you realize you forgot to brush your teeth. =_____=|||",05/03/2011 07:48
413,2a9b90b41e9399bb331fef2582f657c3,208,I feel like a b*tch for not wanting to go tomorrow... Wondering if it's worth it.,06/02/2011 07:03
414,2a9b90b41e9399bb331fef2582f657c3,208,Man... Hard-core fans are total stalkers. Hate them. :),06/02/2011 07:46
415,2a9b90b41e9399bb331fef2582f657c3,208,Hate broken videos. >:T,06/03/2011 08:19
416,2a9b90b41e9399bb331fef2582f657c3,208,"Awkward... Should have stayed home today. Still have sh*t loads of homework, too. ==",07/02/2011 02:16
417,2a9b90b41e9399bb331fef2582f657c3,208,I did NOT even start on that damn webquest. Shall hurry my ass off to finish it... NOW.,07/02/2011 06:14
418,2a9b90b41e9399bb331fef2582f657c3,208,"Why does the bathroom smell like ramen...? o___e||| I think either the smells of the kitchen wafted over there, or someone ate ramen earlier and sh*tted it out. EWWW...",08/02/2011 04:49
419,2a9b90b41e9399bb331fef2582f657c3,208,Crap. I keep forgetting my Saturday High password. o____e,09/01/2011 00:25
420,2a9b90b41e9399bb331fef2582f657c3,208,Going to the Huntington Library. My was being f*cking retarded and now we're lost. It closes at 4. By the time we get there it WILL be 4.,09/01/2011 21:37
421,2a9b90b41e9399bb331fef2582f657c3,208,"I think I'm sick... THANK YOU Nancy Tec, Megan Sun, Maggie Elyse Gusman, AND EVERYONE ELSE WHO WAS SICK.",09/02/2011 03:42
422,2a9b90b41e9399bb331fef2582f657c3,208,Fcking tired. Was at Christine's house until 8. Now I have lots of homework to do. == *dead*,09/03/2011 04:29
423,2a9b90b41e9399bb331fef2582f657c3,208,Still tired... Still more effin' homework. x________x,09/03/2011 06:25
424,2a9b90b41e9399bb331fef2582f657c3,208,Runny nose = Suffocation.,09/03/2011 07:40
425,2a9b90b41e9399bb331fef2582f657c3,208,Deviantart is SLOWWWWWWWWWW.,10/02/2011 06:30
426,2a9b90b41e9399bb331fef2582f657c3,208,"Computer is f*cked up. Using my dad's. After this, I don't think I'll be on fo a while...",11/02/2011 05:09
427,2a9b90b41e9399bb331fef2582f657c3,208,DSJGKSANKSNBSJK. STUPID WEB QUEST. IMMA GET A KNIFE AND STAB IT.,13/01/2011 07:31
428,2a9b90b41e9399bb331fef2582f657c3,208,Should I sleep early tonight...? Nahhh. Never gonna happen.,15/01/2011 05:39
429,2a9b90b41e9399bb331fef2582f657c3,208,Going snowboarding. We didn't even leave the damn house yet and there's already a f*cking fight.,15/01/2011 14:43
430,2a9b90b41e9399bb331fef2582f657c3,208,Just woke up from my nap... I had a dream that North Korea was bombing us and World War 3 had started. It was so scary and realistic... We were all at Los Osos and the vice principal was saying that thebwar had started and the world was going to end... That's it!! No more eating right before sleeping!!,15/02/2011 04:26
431,2a9b90b41e9399bb331fef2582f657c3,208,Crap. Sore from snowboarding.,16/01/2011 21:10
432,2a9b90b41e9399bb331fef2582f657c3,208,"I don't get my geometry homework... I did most of the problems, but some are like, /Wtf is this sh*t!?/""""",16/02/2011 04:42
433,2a9b90b41e9399bb331fef2582f657c3,208,Damn. Parents ae home. Why does my peace and quiet have to go away like that!?,17/02/2011 03:41
434,2a9b90b41e9399bb331fef2582f657c3,208,Dammit! My Spanish teacher keeps 'effing up my grades!!! No wonder I have an A- in that boring-ass class!,17/02/2011 05:48
435,2a9b90b41e9399bb331fef2582f657c3,208,Why do Korean people have this completely (ugly) different drawing style...?,17/02/2011 08:19
436,2a9b90b41e9399bb331fef2582f657c3,208,"Oh.... So NOW it starts raining. -_-||| If it rained around 2nd period, then I wouldn't have had to run.",18/02/2011 23:26
437,2a9b90b41e9399bb331fef2582f657c3,208,HOLY MOTHER F***. Bell pepper seeds are spicy as hell! No wonder people take them out.,19/01/2011 07:27
438,2a9b90b41e9399bb331fef2582f657c3,208,Mannnn..... What were the vocab words for Bio? Son of a b****.,20/01/2011 07:00
439,2a9b90b41e9399bb331fef2582f657c3,208,Son of a... They keep eating all the munchies!! I seriously need a locked mini fridge in my room. I already have the cookies.,21/01/2011 06:01
440,2a9b90b41e9399bb331fef2582f657c3,208,I have a geography test for Spanish... Wth? .______.,21/01/2011 06:55
441,2a9b90b41e9399bb331fef2582f657c3,208,Have to wake up at 4 tomorrow. *o* Stupid time changes!! Why so early?!,22/01/2011 04:31
442,2a9b90b41e9399bb331fef2582f657c3,208,I lost the half sheet I had to do for homework for math... Oh well. I did all but 2 problems. I hope Mr.Hartz goes over it tomorrow.,22/02/2011 05:06
443,2a9b90b41e9399bb331fef2582f657c3,208,"GRR. School tomorrow, Spanish test, and tutoring!! NOT a good combination!! >:T",22/02/2011 06:15
444,2a9b90b41e9399bb331fef2582f657c3,208,Anyone know how to change the page settings for OpenOfficeWord? (Trying to set it up to MLA format...) I miss my Microsoft Works... TT.TT,22/02/2011 06:54
445,2a9b90b41e9399bb331fef2582f657c3,208,"I'm either going to live life, or die trying.",23/01/2011 05:56
446,2a9b90b41e9399bb331fef2582f657c3,208,"Dammit. Dana better win Then Next Great Baker or I'll be pissed. Coreana, go to hell. Megan... I don't hate you as much.",25/01/2011 04:46
447,2a9b90b41e9399bb331fef2582f657c3,208,"I heard that there is a 100% chance of snow tomorrow for the lower lands... I hope it really does snow, or I'll be very sad with crished hopes. :(",25/02/2011 23:33
448,2a9b90b41e9399bb331fef2582f657c3,208,I don't want to do the research for English. >.< And screw Pride and Prejudice!,26/01/2011 04:37
449,2a9b90b41e9399bb331fef2582f657c3,208,"Son of a... It took me forever to find the right book, copy things down, and check out a non-reference book.",27/01/2011 01:46
450,2a9b90b41e9399bb331fef2582f657c3,208,F*cking tired.,27/01/2011 06:32
451,2a9b90b41e9399bb331fef2582f657c3,208,Well... I'm screwed. Nice knowing all of you.,28/01/2011 04:35
452,2a9b90b41e9399bb331fef2582f657c3,208,Gonna be deprived of the internet for a week or so... I'll be back to catch up on my spam!!,28/02/2011 05:41
453,2a9b90b41e9399bb331fef2582f657c3,208,How annoying.,29/01/2011 05:52
454,2a9b90b41e9399bb331fef2582f657c3,208,One thing I hate about LA: So many friggn' fobs.,30/01/2011 02:16
455,2dca898dfbdae6716a587adbfd99c542,49,I'm sooooo tirreedd,01/02/2011 12:10
456,2dca898dfbdae6716a587adbfd99c542,49,got a stupid virus on my computer!!!! ooommmmgggg!!,01/02/2011 22:07
457,2dca898dfbdae6716a587adbfd99c542,49,stuck at walmart this sucks there are some creepy people,05/03/2011 19:50
458,2dca898dfbdae6716a587adbfd99c542,49,I have 4 test tommorow this sucks,07/03/2011 01:17
459,2dca898dfbdae6716a587adbfd99c542,49,I had a nightmare last night about the world ending and when I woke up I thought the world had ended . Scary!!!!!,15/03/2011 10:04
460,2dca898dfbdae6716a587adbfd99c542,49,trying to make my own HELL!! any ideas????,30/01/2011 19:22
461,2fba0f9dccc84f3516d8b553426af527,51,/I hate today. If ever a day has had hating,01/05/2011 19:17
462,2fba0f9dccc84f3516d8b553426af527,51,"I hate people who, in every picture they have of themselves, constantly make a duckface. It is not attractive.",10/04/2011 19:40
463,2fba0f9dccc84f3516d8b553426af527,51,It's not fair. I hate getting in trouble because you complain about me.,13/04/2011 21:39
464,2fba0f9dccc84f3516d8b553426af527,51,I remember when I finally unlocked T.T. in Diddy Kong Racing and realized he wasn't that cool. I felt so empty on the inside...,14/04/2011 04:24
465,2fba0f9dccc84f3516d8b553426af527,51,Stupid Pixia shut down on me. There goes that picture. :|,15/04/2011 04:03
466,2fba0f9dccc84f3516d8b553426af527,51,"Mmm... sad. Tomorrow should make it a little better, though.",17/03/2011 02:27
467,2fba0f9dccc84f3516d8b553426af527,51,"Don't you just hate it when someone you loathe blatantly steals your hairstyle to get your boyfriend's attention? Yeah, I do, too.",17/04/2011 05:36
468,2fba0f9dccc84f3516d8b553426af527,51,I've been sitting cross-legged for almost an hour. Both my feet are asleep and feel like lead. :I,19/04/2011 20:11
469,2fba0f9dccc84f3516d8b553426af527,51,I hate when servers get flooded. >:C,21/04/2011 13:04
470,2fba0f9dccc84f3516d8b553426af527,51,"Suddenly I'm missing tones of files from my computer. All the pictures I took with my phone are gone. All my music files are gone. My movies are gone. I don't know what happened. The computers, including mine, shut off today when a fuse blew in the kitchen and we had to reset the power.",24/03/2011 01:38
471,2fba0f9dccc84f3516d8b553426af527,51,"My nose is stuffy, and I'm super hungry... I would eat, but then there would be absolutely no satisfaction in that whatsoever if you can't taste anything. :C",27/04/2011 04:46
472,2fba0f9dccc84f3516d8b553426af527,51,"I'm sure this new /Question/"" posting option is merely a ploy to divert your attention from the fact that the Facebook programmers keep making useless updates instead of actually making it better. But that's just me. :I""",28/03/2011 03:05
473,30723e9e5ecfe6d20e5e67d1163e3965,93,The ACT sucked.,12/02/2011 17:29
474,30723e9e5ecfe6d20e5e67d1163e3965,93,Bad nose-bleed. Covered in blood. White pants stained. Fml. :(,13/02/2011 18:18
475,30723e9e5ecfe6d20e5e67d1163e3965,93,"Our Free Day in Math-Class was pretty boring. Oh, and awkward.",18/02/2011 20:14
476,30723e9e5ecfe6d20e5e67d1163e3965,93,Headin' home from UF. Time for Physics-homework :(,21/02/2011 16:29
477,30723e9e5ecfe6d20e5e67d1163e3965,93,What an awkward Psychology class...,24/01/2011 15:45
478,39b2af957c2488970cb89c161b6bf94e,143,": Exhaustion= being hit by a brick, aching and mysterious bruises= aftermath of being buried by bricks. Today can we stick to feathers, pretty please?",02/04/2011 10:59
479,39b2af957c2488970cb89c161b6bf94e,143,": and the unknown nausea returns, combined with nonalcohol-based hangover...grr...",04/02/2011 10:34
480,39b2af957c2488970cb89c161b6bf94e,143,: I'm surrounded by ill people :s,04/03/2011 12:16
481,39b2af957c2488970cb89c161b6bf94e,143,: there's only so many times you can tell yourself 'as is the way of life' when fate cruelly intervenes to such an extent,05/02/2011 16:08
482,39b2af957c2488970cb89c161b6bf94e,143,": after spending the whole day doing essentially nothing, boredom is edging me to an early night.",05/03/2011 00:16
483,39b2af957c2488970cb89c161b6bf94e,143,: and the war against spiders begins again!,06/02/2011 10:13
484,39b2af957c2488970cb89c161b6bf94e,143,: The Experiment...can't express how messed up this is nor how much it's tearing me up. The irony of it: it's done every single day and we all do it...,06/02/2011 15:36
485,39b2af957c2488970cb89c161b6bf94e,143,": After 3 hours of sleep and getting my head around a mind fuck of an experiment, I don't really have anything to lose for the rest of the day!",07/03/2011 13:27
486,39b2af957c2488970cb89c161b6bf94e,143,": Really want to stay curled up in bed, rather than tackle the scary amount of work I have...",09/03/2011 14:14
487,39b2af957c2488970cb89c161b6bf94e,143,: Why am I spending so much money at the moment!? ://,12/03/2011 00:32
488,39b2af957c2488970cb89c161b6bf94e,143,": I undeniably ache all over, and for no good reason or cause that can be brought to mind.",12/03/2011 13:48
489,39b2af957c2488970cb89c161b6bf94e,143,": It interests me how more crime and destruction has been done in the name of obedience, not disobedience; yet why are we encouraged so much to obey and to not question...",12/03/2011 23:04
490,39b2af957c2488970cb89c161b6bf94e,143,: Really. Desperately. Need. To. Relax...(plans retreat to Indian Monastery in the Himalayas),14/02/2011 16:40
491,39b2af957c2488970cb89c161b6bf94e,143,: I'm incredibly bored...,17/02/2011 17:19
492,39b2af957c2488970cb89c161b6bf94e,143,: something feels wrong...,17/03/2011 20:39
493,39b2af957c2488970cb89c161b6bf94e,143,: why is everything so distracting today?,24/02/2011 17:00
494,39b2af957c2488970cb89c161b6bf94e,143,": grrr, drawing faces shall forever be my undoing!",24/03/2011 10:43
495,39b2af957c2488970cb89c161b6bf94e,143,: My only regret today is that I didn't get to spend much time outside...and I miss my SLR ://,25/03/2011 17:30
496,39b2af957c2488970cb89c161b6bf94e,143,: I feel like a broken biscuit...,25/03/2011 21:24
497,39b2af957c2488970cb89c161b6bf94e,143,: One hectic week left and I'm sparked out. Convenient timing? Not really...,27/03/2011 15:02
498,3ac58ad39d81acfe169aadc4815effe6,62,"Don't wish. Don't start. Wishing only wounds the heart. There's a girl I know, He loves her so. I'm not that girl.",01/02/2011 15:56
499,3ac58ad39d81acfe169aadc4815effe6,62,Fuck this cold.,04/01/2011 02:50
500,3ac58ad39d81acfe169aadc4815effe6,62,To the person who decorated 2nd floor with Steelers shit: fuck you!,06/02/2011 13:00
501,3ac58ad39d81acfe169aadc4815effe6,62,â”œÃ©Î“Ã‡Â£Why isn't my life like a situation comedy? Why don't I have a bunch of friends with nothing better to do but drop by and instigate wacky adventures? Why aren't my conversations peppered with spontaneous witticisms? Why don't my friends demonstrate heartfelt concern for my well being when I have problems? ...I gotta get my life some writers.â”œÃ©Î“Ã‡Ã˜,08/02/2011 17:55
502,3ac58ad39d81acfe169aadc4815effe6,62,He's a nice guy...until you get to know him.,11/01/2011 04:39
503,3ac58ad39d81acfe169aadc4815effe6,62,I feel like such a lazy bum....,14/01/2011 17:38
504,3ac58ad39d81acfe169aadc4815effe6,62,I'm rather irritable tonight for some reason.,14/12/2010 02:37
505,3ac58ad39d81acfe169aadc4815effe6,62,The University of Wisconsin-Oshkosh is full of BULLSHIT. This is almost enough to make me want to transfer.,15/12/2010 18:51
506,3ac58ad39d81acfe169aadc4815effe6,62,I feel like I'm losing it :(,16/01/2011 20:58
507,3ac58ad39d81acfe169aadc4815effe6,62,"Scheduling calc for 3pm on Mondays, Tuesdays, Wednesdays, and Fridays was quite possibly one of the stupider things I've done.",17/12/2010 18:17
508,3ac58ad39d81acfe169aadc4815effe6,62,Lotta weird shit happening in this game.,20/12/2010 02:51
509,3ac58ad39d81acfe169aadc4815effe6,62,Pathetic.,21/01/2011 01:24
510,3ac58ad39d81acfe169aadc4815effe6,62,"I love how two of my professors said they would post grades yesterday, and none of my grades are up today still.",22/12/2010 18:59
511,3ac58ad39d81acfe169aadc4815effe6,62,Gotta go get a shot today ://,25/01/2011 17:03
512,3ac58ad39d81acfe169aadc4815effe6,62,Bored...,26/01/2011 02:42
513,3ac58ad39d81acfe169aadc4815effe6,62,I always thought that if they weren't so fucking stupid they'd be criminals...,27/01/2011 00:45
514,3ac58ad39d81acfe169aadc4815effe6,62,So there is absolutely zero chance of me going to Central America this spring :'(,31/12/2010 20:39
515,3e6f69fc89da71e8237c717ac218677b,22,"Jeez louise. If I see one more status about BISD and wanting school to be closed tomorrow I'm going to violently tear someone's face off. And as amusing as that sounds, I'd rather not have to deal with the legal consequences. So basically, shut up -.-",01/02/2011 06:49
516,3e6f69fc89da71e8237c717ac218677b,22,Well. I'm out of jello to make. And the brownies are in the oven. What next? D:,02/02/2011 23:46
517,3e6f69fc89da71e8237c717ac218677b,22,I spend my days on the bench cuz i'm too afraid to play the game.,08/02/2011 06:14
518,3e6f69fc89da71e8237c717ac218677b,22,"I was always there, but you just never knew where.",12/01/2011 07:58
519,4104c0b8700d519d1661c8a59b065363,41,Yeah... certain people are ever so slightly pathetic//crap.,08/03/2011 21:38
520,4104c0b8700d519d1661c8a59b065363,41,You know you're too tired when you start to get vertigo from a //video game//,19/01/2011 23:08
521,4104c0b8700d519d1661c8a59b065363,41,WTF...dreaming I was Luna Lovegood fighting on some warfield against fiery demons :S,19/02/2011 11:17
522,4104c0b8700d519d1661c8a59b065363,41,"I really want to write something, but I've got no ideas ://",20/02/2011 21:06
523,4104c0b8700d519d1661c8a59b065363,41,I FRICKING HATE DRIVING!!!!,21/01/2011 11:33
524,4104c0b8700d519d1661c8a59b065363,41,I reeeeeally want to go see Scottish National Opera's Orlando in February :'(,25/01/2011 21:29
525,4104c0b8700d519d1661c8a59b065363,41,"People who push their religion on others irritate the living hell out of me. I don't force you to take part in a moot, don't push your church crap on me...",29/01/2011 20:40
526,41ef345410ba421410cb4d09c331aec3,34,"drugs, bed, more drugs ... i hate being ill, there's too much to do ... :(",07/06/2011 19:41
527,41ef345410ba421410cb4d09c331aec3,34,Too ill to troop at Colchester Zoos' Dream Night - gutted! :(,10/06/2011 16:23
528,41ef345410ba421410cb4d09c331aec3,34,Back at work after a week off sick and soooooooo tired!,13/06/2011 20:00
529,41ef345410ba421410cb4d09c331aec3,34,How to catch mice in the garden the K'Zinti way: Find mice smell ... Follow smell to vicinity of mouse burrow ... Sit patiently and wait for mouse to emerge? No! Dig 'em out!,17/06/2011 11:55
530,41ef345410ba421410cb4d09c331aec3,34,Is watching the pilot episode of Star Trek - truly dreadful! lol,21/04/2011 18:32
531,4764518d32334248e6ebbf681a18fd0c,94,I miss my kitty! :( Only another month before I can see him again.,04/02/2011 22:47
532,4764518d32334248e6ebbf681a18fd0c,94,And so begins the worst day of the week...,07/02/2011 12:39
